"id","code","name","parent_id","enabled","dest"
985,"N14","显示记录仪表",964,1,"电动与气动自动平衡记录仪表、动圈式指示仪表、自动记录电表、电元积算器等。"
986,"N15","调节仪表",964,1,"电动、气动单元组合仪表，基地式仪表，简易调节器等。"
987,"N16","执行器",964,1,"仪器、仪表用调节阀、电磁阀、电动执行机构，阀门定位器等。"
988,"N17","自动控制与遥控装置",964,1,"工业用组装式自控装置，集中控制装置，遥测、遥信、遥控装置，程序控制器等。"
989,"N18","工业控制与计算机应用装置",964,1,"工业控制机性能评定、数据采集装置、自动绘图仪、工业控制计算机外围设备、分散型控制系统、可编程序控制器等。"
990,"N19","其他自动化装置",964,1,"自动化管理系统及其设备，自动报警系统及其设备等。应用同位素的报警装置入此。"
991,"N20","电工仪器、仪表综合",965,1,"参数系列，设计导则，通用基础件、质量评定方法等。"
992,"N21","电测模拟指示仪表",965,1,"安装式与携带式电流、电压、电阻、电频率、相位、同步、电功率等指示仪表。"
993,"N22","电能测量和负荷控制系统",965,1,"常用交直流电度表、最高需量电度表，电子式电度表及电力定量器控制器、交费率、电力监控装置及测试系统等。"
994,"N23","数字显示仪表",965,1,"各种电量、非电量数字仪表、数字显示的机械式量具、量仪、光学仪器等。"
995,"N24","测磁仪器",965,1,"磁感，磁场强度及磁通测量仪器等。"
996,"N25","交支流电工仪器记录仪器",965,1,"电阻、电容、电感测量仪器，电桥、电位差计等。"
997,"N26","综合测试系统",965,1,"电量及非电量自动测试系统与分选装置等。"
998,"N27","记录仪器及光线示波器",965,1,"磁电系统记录、电表、电动系统记录电表、光记录示波器等。"
999,"N28","扩大量限和交换器",965,1,"仪用电流、电压互感器、分流器、分压器，电流、电压交换器等。"
1000,"N29","电工参数检验及电源装置",965,1,"电工参数校验装置、稳定电源，电流、电压发生器等。仪表用电池入K82。"
1001,"N30","光学仪器综合",966,1,"参数系列，设计导则，通用基础件、质量评定方法，通用工艺等。"
1002,"N31","望远镜、大地测量与航测仪器",966,1,"望远镜、观剧镜，经纬镜、水准仪、平板仪、测距仪，航测成套仪器及图象处理系统装备等。"
1003,"N32","放大镜与显微镜",966,1,
1004,"N33","电子光学与其他物理光学仪器",966,1,"电子显微镜，电子探针，分光光度计，摄谱仪，单色仪，光弹仪，色度计，以及平行光管，准直光管，干涉仪，光学传递函数测量仪等。"
1005,"N34","光学计量仪器",966,1,"通用基础件及测量附件，光学计，分光光度头，测角仪，万能工具显微镜，座标测量机，测长仪、投影仪等。"
1006,"N35","光学测试仪器",966,1,"光学零部件、光学系统特性、光学材料测试仪器等。"
1007,"N38","光学设备",966,1,"图象发生器，光刻机、曝光机、照相排字机、翻板机等。"
1008,"N40","电影、照相、缩微、复印设备综合",967,1,"参数系列、通用基础件、质量评定方法通则等。"
1009,"N41","制片设备",967,1,"胶片制作设备，电气摄影、录音设备，洗片、印片设备及其辅助设备，剪辑设备，护片设备等。"
1010,"N42","放映设备及其配件",967,1,"各种放映机，电影放映银幕，放映用灯源、反光碗等。"
1011,"N43","镜头",967,1,"放映镜头、摄影镜头、变焦距镜头、印片镜头等。"
1012,"N44","测试设备与检验片仪器",967,1,"胶片解象力、涂层、透射光、卷曲度、耐折度等测试仪器，密度仪、照度计、感光仪、银幕宽度计、镜头焦点清晰度检查仪，画面、声带等检验片等。"
1013,"N45","投影器、幻灯机",967,1,"透射、反射投影器，圆盘、直线自动幻灯机，制片设备及辅助设备等。"
1014,"N46","照相机与照相器具",967,1,"各种照相机、快门及三角架、闪光灯、放大机、彩色扩印设备、曝光表、印相机、切边机、上光机、显影罐等。"
1015,"N47","缩微复印机械",967,1,"缩微阅读设备，复印机、胶印机、制版机、誉印机、速印机及所用器材等。静电复印材料入G81。"
1016,"N50","物质成分分析仪器与环境检测仪器综合",968,1,"参数系列、气体分析、制备方法、环境试验、设计规程、工艺规范、通用基础件与质量评定方法等。"
1017,"N51","物性分析仪器",968,1,"密度、粘度、浓度、湿度、比重、PH值、浊度等分析仪器。"
1018,"N52","色谱仪",968,1,"气体、液体色谱仪、过程测量控制用工业色谱仪等。"
1019,"N53","电化学、热化学、光学式分析仪器",968,1,"热导、电导、极谱、磁性、比色分析仪器等。"
1020,"N54","质谱仪、液谱仪、能谱以及其联用装置",968,1,"质谱仪，控磁共振液谱仪，质谱、色谱联用装置等。"
1021,"N55","其他物质成分分析系仪器",968,1,"油品分析仪器、采样器等。"
1022,"N56","环境监测仪器及其成套装置",968,1,"空气（包括各种粉尘测量仪，一氧化碳、硫化氢等有关有害气体测量仪）、水质监测仪器及其成套装置。"
1023,"N60","实验室仪器与真空仪器综合",969,1,"参数系列、设计导则，通用基础件与质量评定通则等。"
1024,"N61","实验室基础设备",969,1,"天平与砝码，离心机与筛分仪器，高压釜与热学测试仪器，试验箱及试验设备等。"
1025,"N62","应变以、铸造仪器，动力测试仪器",969,1,"应变测量仪，应力应变数据处理装置，转矩转速仪，油耗仪，打滑率测定仪，高低压指示装置，四参数动力测试仪，型砂试验仪器，合金铸造性能测试仪器，铸件质量测试仪器等。"
1026,"N63","土壤与农作物测试仪器",969,1,"承压仪、渗透仪、土攘硬度仪、土壤温度仪，土壤水分速测仪，种子物理性能测定仪、禾苗强度测定仪、作物茎干物理性能测定仪、磁性金属测定仪等。"
1027,"N64","实验室用玻璃、陶瓷、塑料器皿",969,1,"量杯、烧瓶、试管、漏斗、滴定管等。"
1028,"N65","声学仪器与测震仪",969,1,"声级计、噪声测量仪、声级校准仪，压电加速计，视分放大器，超低频功率放大器，振动测量仪，机械阻抗测试装置，定音响振动分析装置等。"
1029,"N67","金相试验一起及他试验室仪器",969,1,
1030,"N68","真空检测仪表与装置",969,1,
1031,"N70","试验机与无损探伤仪器综合",970,1,"参数系列、设计导则、通用基础件与附属装置、通用工艺守则等。"
1032,"N71","金属材料试验机",970,1,"拉压、扭转、硬度、冲击、疲劳、蠕变等试验机。"
1033,"N72","非金属材料试验机",970,1,"塑料、橡胶、木材、纸张、皮革、纤维、陶瓷、涂层等试验机。"
1034,"N73","机械振动、冲击设备与动平衡机",970,1,"机械、电动、电液伺服的冲击台、碰撞台、振动台、动平衡机及其安全装置等。"
1035,"N74","力与变形测试仪器",970,1,"测力计、转距计、负荷传感器、引伸计等。"
1036,"N75","工艺试验机与包装试验机",970,1,"原料磨损试验机，四球摩擦试验机，环块磨损试验机。杯定试验机，弹簧试验机，滚动、自由跌落、倾斜跌落、弹跳、堆垛等包装试验机。"
1037,"N77","超声波与声放射探伤仪器",970,1,"超声波探伤仪、超声波探头、声放射探伤仪、换能器等。"
1038,"N78","X射线、磁粉、荧光及其他探伤仪器",970,1,
1039,"N91","地球科学仪器",971,1,"测绘仪器，地球物理观测仪器，地质勘探仪器等。"
1040,"N92","海洋仪器",971,1,"术语、环境试验条件及其试验方法、海洋水文观测仪器、海洋物理仪器、海洋化学仪器、海洋地质仪器、海洋生物仪器、海洋监测浮标等。与气象仪器通用的入N95。"
1041,"N93","水文与水利仪器",971,1,"流速计、土工试验仪器、大坝观察仪器等。"
1042,"N94","天文仪器",971,1,"天文望远镜、天体测量仪器、人造天体观察仪器、天象仪等。"
1043,"N95","气象仪器",971,1,"地面台站用仪器，高空、海洋、工业监测及农业用气象仪器等。"
1044,"N96","时间计量仪器",971,1,"计时仪器，定时仪器，医疗、体育特殊用途钟表及石英钟、天文钟、分子钟、原子钟等。时间基准（标准）入A57。日用钟表入Y11。"
1045,"P00/09","工程建设综合",14,1,
1046,"P10/14","工程勘察与岩土工程",14,1,
1047,"P15/19","工程抗震、工程防火、人防工程",14,1,
1048,"P20/29","工程结构",14,1,
1049,"P30/39","工业与民用建筑工程",14,1,
1050,"P40/44","给水、排水工程",14,1,
1051,"P45/49","供热、供气、空调及制冷工程",14,1,
1052,"P50/54","城乡规划与市政工程",14,1,
1053,"P55/59","水利、水电工程",14,1,"工业与民用建筑部分入P30/39。"
1054,"P60/64","电力、核工业工程",14,1,"工业与民用建筑部分入P30/39。"
1055,"P65/69","交通运输工程",14,1,"工业与民用建筑部分入P30/39。"
1056,"P70/79","原材料工业及通信、广播工程",14,1,"工业与民用建筑部分入P30/39。"
1057,"P80/84","机电制造业工程",14,1,"工业与民用建筑部分入P30/39。"
1058,"P85/89","农林业及轻纺工业工程",14,1,"工业与民用建筑部分入P30/39。"
1059,"P90/94","工业设备安装工程",14,1,
1060,"P95/99","施工机械设备",14,1,
1061,"P00","标准化、质量管理",1045,1,"标准化工作法规，导则，质量监督与检验法规、导则，工程全面质量管理等。"
1062,"P01","技术管理",1045,1,"工程技术责任制、工程技术管理、技术档案管理、机具管理等。"
1063,"P02","经济管理",1045,1,"工程经济管理条例、办法，投资项目评价方法与参数，投资估算指标，用地指标，工期定额，设计周期定额，材料消耗定额，概预算定额，费用定额，单位造价指标，材料与设备预算价格，劳动定额，财务管理，成本核算，技术经济评价等。"
1064,"P04","基础标准与通用方法",1045,1,"术语、符号、制图，通用检测试验方法，通用气象参数，工矿企业总图等。"
1065,"P07","电子计算机应用",1045,1,
1066,"P09","卫生、安全、劳动保护",1045,1,"劳动卫生，施工安全，劳动保护规定等。"
1067,"P10","工程勘察与岩土工程综合",1046,1,"术语、符号、制图等。"
1068,"P11","工程测量",1046,1,"矿山、铁路、公路、水利、电力、工业企业及城市测量等。"
1069,"P12","工程水文",1046,1,"水系径流测量，泥沙含量，洪水观测，水文计算，地面水资源平价等。"
1070,"P13","工程地址、水文地质勘察与岩土工程",1046,1,"各类工程水文地质勘察，地下水资源评价，地热水勘察，城市规划地质勘察，各类工程地质勘察，岩土分类、评价与鉴定，土体边坡稳定性评价，地基承载力测定，土工试验等。"
1071,"P14","工程物探与遥感勘探",1046,1,"重力、磁法、电法、地震勘探，放射性测量和地球物理测量，遥感技术在工程地质勘察和水文地质勘察中的应用。"
1072,"P15","工程抗震",1047,1,"基础标准，地震裂度与设防等级，震害预测，各类工程建筑物、构筑物、管道、线路、设备的抗震等。"
1073,"P16","工程防火",1047,1,"基础标准，材料与结构的耐火性能、耐火等级，各类工矿企业与民用建筑设计防火，各类灭火系统、火灾自动报警系统、消防自动控制系统、灭火器装置等。"
1074,"P18","人防工程",1047,1,"基础标准，各类坑道式和附建式人防工程。"
1075,"P20","工程结构综合",1048,1,"术语、符号、图例，结构统一标准。负荷，结构试验等。"
1076,"P21","土石方、隧道工程",1048,1,"土石方，爆破、滑坡处理，水下土石方处理挡土墙、井巷、隧道、洞库工程等。"
1077,"P22","地基、基础工程",1048,1,"天然地基、桩基、特殊地基，地基防水，地基加固，地下加固，地下连续墙，沉井、沉箱、锚桩，设备基础等。"
1078,"P23","木结构工程",1048,1,"木材性能试验，木材处理，木结构、复合材料结构、胶合木结构等。"
1079,"P24","砌体结构工程",1048,1,"砖和砌块性能试验，砂浆、砖石砌体结构、砌块砌体结构、工业窑炉结构等。"
1080,"P25","混凝土结构工程",1048,1,"混凝土性能试验，混凝土结构、钢筋混凝土结构、预应力混凝土结构、轻混凝土结构、聚合物混凝土结构、特殊混凝土结构等。"
1081,"P26","金属结构工程",1048,1,"铆接、焊接与高强螺栓联接工艺，钢结构、铝合金结构、特种钢结构等。"
1082,"P27","组合结构工程",1048,1,"钢、混凝土组合结构，钢管混凝土结构、劲性钢筋混凝土结构、外包钢混凝土结构、钢木组合结构等。"
1083,"P28","桥涵工程",1048,1,"铁路、公路、市政、水利等桥梁与涵洞工程。"
1084,"P30","工业与名用建筑工程综合",1049,1,"术语、符号、制图、模数、尺寸系列，建筑气候分区，建筑物、构筑物等级等。"
1085,"P31","建筑物理",1049,1,"建筑热工、采光、照明、声学、节能及其测试评价方法等。"
1086,"P32","建筑构造与装饰工程",1049,1,"楼面、地面、屋面、内墙、外墙、顶棚、隔断、楼梯、门窗等，防水、防火、防腐蚀、防电磁辐射等构造措施，刷浆、喷涂、裱糊、块材饰面、锦饰、壁饰、雕壁等。"
1087,"P33","居住与公共建筑工程",1049,1,"居住建筑，办公、科教、文体、医疗、福利、博览、交通、邮电、商业、服务等公共建筑。"
1088,"P34","工业建筑工程",1049,1,"矿山、冶金、石油、化工、机械、核能、电子、电力、医药、轻工、纺织、建材、屠宰、仓储等工业建筑。"
1089,"P35","农林牧渔业建筑工程",1049,1,"农业、林业、蓄禽饲养、水产加工等房屋建筑。"
1090,"P36","建筑维修工程",1049,1,"工业与民用房屋鉴定及维修工程，古建筑维修等。"
1091,"P40","给水、排水工程综合",1050,1,"术语、符号、制图、给水量、排水量、水质及水源卫生防护等。"
1092,"P41","室外给水、排水工程",1050,1,"工业与民用取水、输配水与水处理，雨水、污水管道及泵站，污水、污泥处理、利用、运营及维修等。"
1093,"P42","建筑给水、排水工程",1050,1,"建筑给水、排水系统，加压与供热水系统等工程。"
1094,"P45","供热、供气、空调及制冷工程综合",1051,1,"术语、符号、制图等。"
1095,"P46","供热、采暖工程",1051,1,"供热系统、采暖分区与采暖系统，供热管道、锅炉房的运营及维修等。"
1096,"P47","供气工程",1051,1,"燃气、氧气、氮气、乙炔气、压缩空气等制气站，输气管道、室内燃气供应系统的运营及维修等。"
1097,"P48","通风、空调工程",1051,1,"通风、空调、除尘、空气净化等系统及其运营维修等。"
1098,"P49","制冷工程",1051,1,"冷冻、冷藏系统及冷库等工程。"
1099,"P50","城乡规划",1052,1,"基础标准，城市规划用地、城市居住区规划、乡镇建设规划、风景名胜区规划等。"
1100,"P51","城市交通工程",1052,1,"基础标准，城市道路、轮渡码头、公共交通及其运营与维修等。地下铁道部分入P65。"
1101,"P52","索道工程",1052,1,"基础工程，客、货运输索道及其安全维护等。"
1102,"P53","园林绿化与市容卫生",1052,1,"基础标准，城市绿化、园林、风景名胜的保护、市容卫生、环境卫生、城市垃圾处理等。"
1103,"P55","水利、水电工程综合",1053,1,"术语、符号、制图、水工试验等。"
1104,"P56","流域规划与江河整治工程",1053,1,"江、河、湖、泊规划，水资源开发利用，区域和水流域治理工程等。"
1105,"P57","灌溉排水与水土保持工程",1053,1,"灌溉、排水系统，提水、喷滴灌工程，土攘改良、各类防护林等。"
1106,"P58","防洪、排涝工程",1053,1,"城乡与工矿区的防洪、排涝工程等。"
1107,"P59","水电工程",1053,1,"枢纽工程等级，各种闸坝、溢洪道、输水渠道、通航与过木等水工构筑物，导截流土石方开挖与填筑，水力发电站工程等。"
1108,"P60","电力工程综合",1054,1,"术语、符号、制图等。"
1109,"P61","发电站工程",1054,1,"火力发电站、核能发电站、燃气轮机发电站、地热发电站、潮汐发电站、风力发电站、太阳能发电站等工程。水力发电站工程入P59。"
1110,"P62","输、变电工程",1054,1,"送电线路、变电所、过电压保护、继电保护和自动控制、线路安全防护等。"
1111,"P63","供、配电工程",1054,1,"工业用民用供电系统，高、低压配电装置，通用及电热设备电力装置，危险场所电力装置，防雷与接地装置，照明配电线路及装置等。"
1112,"P64","核工业工程",1054,1,"基础标准，铀矿冶炼、浓缩铀生产辐射防护工程，辐射环境质量评价等。"
1113,"P65","铁路工程",1055,1,"基础标准，铁路干线，工业企业铁路、林区铁路、地方铁路、地下铁道、轻轨交通的线路、站场及枢纽，牵引供电，信号及通信等工程。"
1114,"P66","公路工程",1055,1,"基础标准，路基、路面、标志、通信、防护设施、客货站，林区公路等工程。"
1115,"P67","港口与航道工程",1055,1,"基础标准，港口总体设计，码头、防波堤、航道疏和整治，船闸、航标等工程。"
1116,"P68","航空、航天工程",1055,1,"基础标准，导航雷达系统、机场跑道、航天地面设备等工程。"
1117,"P70","矿山、煤炭工程",1056,1,"基础标准，井巷、露天剥离、采矿与运输、洗选工程等。"
1118,"P71","石油工程",1056,1,"基础标准，陆地、海洋油气田工程等。"
1119,"P72","石化、化工工程",1056,1,"基础标准，炼油厂、石油化工厂、化纤厂、化肥厂、碱厂等。"
1120,"P73","冶金工业工程",1056,1,"基础标准，黑色和有色金属的烧结厂、冶炼厂、轧制厂、加工厂等。"
1121,"P74","建筑材料工业工程",1056,1,"基础标准，非金属矿加工厂、玻璃厂、水泥厂、陶瓷厂、耐火材料厂、玻璃钢厂、人工晶体厂等。"
1122,"P75","林产工业工程",1056,1,"基础标准，林业局（场）总体设计，木材水陆运输，各类制材、人造板、林产化学工业工程等。"
1123,"P76","通信工程",1056,1,"基础标准，邮电局，通信电源，长途通信、微波通信、光纤通信、通信卫星地面站、工业企业通信等工程。"
1124,"P77","广播、电影、电视工程",1056,1,"基础标准，播控，节目传送，发送天馈线系统，收听、监测试验，有线广播、电视等工程。"
1125,"P80","机械、仪表制造业工程",1057,1,"基础标准，铸造、锻造、焊接、热处理车间、工厂，仪器、仪表厂，机械制造、汽车、机车、车辆、飞机厂等工程。"
1126,"P82","电子制造业工程",1057,1,"基础标准，电子元器件厂、电子计算机厂等工程。"
1127,"P83","船舶工业工程",1057,1,"基础标准，造船厂、船坞、船台等工程。"
1128,"P84","炸药与火工品工业工程",1057,1,"基础标准，炸药、火药、火工品工厂及其安全防护等工程。"
1129,"P81","电工制造业工程",1057,1,"基础标准，电机、电器、电线、电缆厂等工程。"
1130,"P85","农牧、农垦工程",1058,1,"基础标准，土地资源调查、土地利用分类、土地评价、土地规划、农场规划、农产品贮存与加工、蓄禽饲养、牧场工程等。"
1131,"P86","林业工程",1058,1,"基础标准，森林资源调查、林场规划，各种营造林、自然保护区、林木种子园、种子苗圃、护林机场工程等。"
1132,"P87","水产与渔业工程",1058,1,"基础标准，渔港总体设计，水产品养殖与加工等工程。"
1133,"P88","轻工业工程",1058,1,"基础标准，制糖、造纸、制盐、制烟、制酒、面粉、食用油脂、饲料、食品、五金、服装、家具、日用化学制品、皮革、塑料制品厂等。"
1134,"P89","纺织工业工程",1058,1,"基础标准，纺织厂、印刷厂、麻纺厂、毛纺厂、针织厂等工程。"
1135,"P90","工业设备安装工程综合",1059,1,"术语、符号、图例、通用检验方法等。"
1136,"P91","电气设备安装工程",1059,1,"高压电器、低压电器、变压器、互感器、旋转电机、配电及自动化仪表、输变电线路、电气照明、建筑防雷系统等安装工程。"
1137,"P92","电信设备安装工程",1059,1,"电话、广播、电视系统、电子自动控制系统等安装工程。"
1138,"P93","机械设备安装工程",1059,1,"金属切削机床、锻压机械、铸造设备、起重设备、电梯、连续运输设备、空气分离设备、压缩机、风机、泵、锅炉、柴油机等安装工程。"
1139,"P94","金属设备与工艺管道安装工程",1059,1,"气体发生设备、水处理设备、金属容器、化学反映塔和釜等金属设备，各种金属管道、混凝土管道、通用工艺管道等安装工程。"
1140,"P95","施工机械设备综合",1060,1,"术语、分类、系列、型号等。"
1141,"P96","作业设备与仪器仪表",1060,1,"金属组合模板，金属脚手架及卡具，混凝土非破坏检测仪器，钢筋测力仪器等。"
1142,"P97","建筑工程施工机械",1060,1,"石加工机械，砌筑机具，钢筋加工机械，预应力筋加工与张位机具，吊装机具，混凝土机械，装修机械，桩工机械，路面机械，压实机械，桥梁隧道与管道施工机械，建筑起重机械，高空作业机械，挖土机械，铲土运输机械，装载机械，推土机械等。"
1143,"P98","水利工程施工机械设备",1060,1,"吸泥泵，提升机等。"
1144,"Q00/09","建材综合",15,1,
1145,"Q10/29","建材产品",15,1,"金属材料入H类，木材入B68/71，竹材入B67。"
1146,"Q30/39","陶瓷、玻璃",15,1,"日用陶瓷、玻璃制品入Y20/24。"
1147,"Q40/49","耐火材料",15,1,
1148,"Q50/59","炭素材料",15,1,
1149,"Q60/69","其他非金属矿制品",15,1,"研磨材料入J43。"
1150,"Q70/79","建筑构配件与设备",15,1,
1151,"Q80/89","公用与市政建设器材设备",15,1,
1152,"Q90/99","建材机械与设备",15,1,"窑炉、熔炉入各有关建材设备类目。建筑塑料制品用机械入G95。"
1153,"Q00","标准化、质量管理",1144,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1154,"Q01","技术管理",1144,1,"技术文件管理，能源管理，设备、工具管理等。"
1155,"Q02","经济管理",1144,1,"计划、供销、财务、劳资管理等。"
1156,"Q04","基础标准与通用方法",1144,1,"术语，符号，取样、制样方法等。"
1157,"Q07","电子计算机应用",1144,1,
1158,"Q08","标志、包装、运输、贮存",1144,1,
1159,"Q09","卫生、安全、劳动保护",1144,1,
1160,"Q10","建材产品综合",1145,1,"术语、符号、分类、命名、通用分析和试验方法（含防火试验、无损检验）、检验规则等。"
1161,"Q11","水泥",1145,1,"各种水泥及其分析、试验方法等。水泥袋入此。"
1162,"Q12","水泥混合材与外加剂",1145,1,"水泥用矿渣、铝渣、减水剂、增塑剂等。"
1163,"Q13","混凝土、集料、灰浆、砂浆",1145,1,"钢丝网混凝土，预拌混凝土，纤维增强混凝土，砂石集料，砌筑灰浆、砂浆等。"
1164,"Q14","混凝土制品",1145,1,"商品性生产的定型产品，如电杆、管、块、瓦等。"
1165,"Q15","墙体",1145,1,"砖、砌块、隔墙板、外墙板等。"
1166,"Q17","屋面、铺面防水与防潮材料",1145,1,"沥青、纤维增强沥青、聚氯乙烯等防水卷材，油毡，铺面砖，粘土瓦等。水泥瓦入Q14，油膏入Q24。"
1167,"Q18","装修材料",1145,1,"壁纸、装饰瓦、嵌板、饰面板、建筑涂料等。通用涂料入G50/52，装饰布入W类，瓷砖入Q31，饰面石材入Q21，饰面塑料制品入Q22。"
1168,"Q20","筑路材料",1145,1,"碎石等。沥青入E43，铁路道碴入S05。"
1169,"Q21","石材制品",1145,1,"大理石、花岗岩、水磨石制品等。"
1170,"Q22","建筑用塑料制品",1145,1,"塑料波型板，塑料地板、卫生设备及其配件等。"
1171,"Q23","纤维增强复合材料",1145,1,"有机纤维、无机纤维、混杂纤维增强复合材料及制品，玻璃钢制品等。"
1172,"Q24","密封材料",1145,1,"油膏、油灰、嵌缝材料等。"
1173,"Q25","绝热、吸声、轻质与防火材料",1145,1,"泡沫玻璃、加气混凝土、轻骨料、珍珠岩、蛭石、玻璃棉、岩棉、硅酸钙、矿碴棉等及其制品（如：毡、板、块、壳）。"
1174,"Q27","粘结材料",1145,1,"建筑胶粘剂、石灰、石膏、棱苦土等。"
1175,"Q30","陶瓷、玻璃综合",1146,1,"术语、符号、分类、命名、通用分析和试验方法、检验规则等。"
1176,"Q31","建筑卫生陶瓷",1146,1,"卫生洁具及其配件、瓷砖、地砖、陶管等。"
1177,"Q32","特种陶瓷",1146,1,"耐酸陶瓷、耐高温陶瓷、工程陶瓷等。绝缘陶瓷入K48，压电陶瓷入L18或L21，化工用陶瓷设备入G94。"
1178,"Q33","建筑玻璃",1146,1,"普通平板玻璃、浮法玻璃、夹丝玻璃、压花玻璃、中空玻璃等。"
1179,"Q34","工业技术玻璃",1146,1,"钢化玻璃、磨光玻璃、夹层玻璃、电加热玻璃、制板玻璃等。"
1180,"Q35","石英玻璃",1146,1,"各种石英玻璃及其制品等。"
1181,"Q36","玻璃纤维",1146,1,"无捻、有捻纱，短切毡、表面毡等。玻璃布、玻璃带入此。玻璃毡入Q25。"
1182,"Q37","特种玻璃",1146,1,"熔封玻璃、微晶玻璃等。电真空玻璃入L90，光学玻璃入N05。"
1183,"Q38","铸石",1146,1,"铸石粉、铸石制品等。"
1184,"Q40","耐火材料综合",1147,1,
1185,"Q41","硅质耐火材料",1147,1,
1186,"Q42","粘土质、高铝质耐火",1147,1,
1187,"Q43","碱性耐火材料",1147,1,"镁、铬镁、白云石等耐火材料。"
1188,"Q44","特种耐火材料",1147,1,"镁碳、铝碳、碳化硅、含氮、电熔等耐火材料。"
1189,"Q45","定型隔热耐火材料",1147,1,"轻质耐火材料（如隔热耐火砖、绝热板、耐火纤维）等。"
1190,"Q46","不定型耐火材料",1147,1,"耐火泥、耐火集料等。"
1191,"Q47","耐火纤维",1147,1,
1192,"Q49","其他耐火材料",1147,1,"耐酸、耐碱、耐剥落耐火材料等。"
1193,"Q50","炭素材料综合",1148,1,"术语、分类、命名、通用分析和试验方法、检验规则等。"
1194,"Q51","石墨材料",1148,1,"石墨乳、膨胀石墨、石墨电极、电工用石墨型材等。"
1195,"Q52","炭素材料",1148,1,"炭素、炭块、炭糊、炭电极、电工用炭素型材等。"
1196,"Q53","特殊炭素材料",1148,1,"炭纤维、热介石墨、核石墨、光谱石墨、细结构石墨、高纯石墨、树脂炭、复合材料等。"
1197,"Q60","其他非金属矿制品综合",1149,1,"术语、分类、命名等。"
1198,"Q61","石棉材料",1149,1,"石棉布、绳、带、板、粉、石棉摩擦型材等。石棉水泥制品入Q14。"
1199,"Q62","石膏制品",1149,1,"石膏板、条、嵌板等。牙科用石膏入C33，粉笔、美术石膏制品分别入Y50和Y88。"
1200,"Q63","云母剥片与制品",1149,1,"人工合成云母入此。电工用云母剥片与制品入K15。"
1201,"Q64","滑石材料",1149,1,
1202,"Q65","人工晶体",1149,1,"人工石英晶体、人造宝石、人造金刚石、玻璃态碳材料、非线性晶体材料、氧化物晶体、氟化物晶体、硫化物晶体等。"
1203,"Q69","其他非金属矿制品",1149,1,"硅藻土制品等。"
1204,"Q70","建筑构配件与设备综合",1150,1,"术语、系列、模数、配合等。"
1205,"Q71","木构配件",1150,1,"木衍架、胶合木构件、木门窗、木地板、木隔断、踢脚板、扶手、挂镜线、木活动房屋等。"
1206,"Q72","混凝土构配件",1150,1,"混凝土制作，钢盘混凝土与预应力混凝土板、楼梯、楼面梁、吊车梁、衍架、独立柱、独立基础、桩、装饰构件、涵管、盒子结构等。"
1207,"Q73","金属构配件",1150,1,"钢吊车梁、钢屋架、钢网架、钢独立柱、金属门窗与配件、建筑用金型异型材、金属装饰制品、金属活动房屋、预应力锚夹具等。建筑五金入Y71。"
1208,"Q74","塑料构配件",1150,1,"塑料门窗、栏杆、扶手、拉手、挂镜线、踢脚板、窗台板、窗帘盒、混凝土保护层塑料卡等。塑料波型板入Q22，通用塑料管入G33。"
1209,"Q75","室内固定设备与器械",1150,1,"壁橱、固定的厨房设备与器具、教师黑板与讲台、影剧院座椅、体育馆运动器械等。"
1210,"Q76","建筑暖通、空调器材设备",1150,1,"建筑采暖、通风，除尘、空调、空气净化等器材设备与专用仪器、仪表等。通用的压缩机、风机、制冷设备入J72/73，管件入Y71。"
1211,"Q77","建筑电器与防灾器材设备",1150,1,"建筑电器、通信、防火、防雷、防震及人防等器材设备。通用的电器入K类，通信设备入M类。"
1212,"Q78","电梯",1150,1,"客、货电梯、自动扶梯、自动人行道等。"
1213,"Q80","公用与市政建设器材设备综合",1151,1,"术语、分类、系列等。"
1214,"Q81","供水、排水器材设备",1151,1,"工业与民用水质、水量、取水、输水、净水、污水与污泥处理、消毒用器材设备，滤水器材、吸附、净化剂，专用仪器仪表、检测控制设备、卫生器材设备，专用金属和非金属管道、管件，管道疏通机，管道修补检查设备等。通用管件入Y71。"
1215,"Q82","供气器材设备",1151,1,"城市燃气气质、气量、制气、储气、输送应用设备，专用仪器仪表、检测控制设备，专用金属、非金属管道、管件，室内燃气应用设备（入煤气灶）等。天然气、液化天然气入E24。液化石油气入E46，通用管件入Y71。"
1216,"Q83","供热器材设备",1151,1,"热量、热值、热源专用设备，供热管网专用管道、管件（如石棉水泥管）、支座，专用仪器、检测控制设备，供热水器材设备等。锅炉入J78，通用管件入Y71。"
1217,"Q84","城市交通设施",1151,1,"城市交通流量、标志，专用牵引供电、通信、信号系统，服务器材和设施，轮渡、索道、缆车、公共汽车、地铁车辆、无轨电车、有轨电车、轻轨车等设施及其系统。通用的牵引供电入K63，通信设备入M30/49，船舶、地铁车辆、公共汽车的通用部分分别入U、S、T类。"
1218,"Q85","城市道路器材设施",1151,1,"道路、桥梁、隧道的构配件、运营设备及养护管理设施等。"
1219,"Q86","市容卫生器材设施",1151,1,"垃圾、粪便收运车船、水面清扫船、街道清扫设备，垃圾无害处理、填埋、焚烧设备，堆肥处理设备，垃圾容器，厕所车、粪便无害处理系统，除臭剂、除冻设备、各种标志等。车船通用部分入各有关大类。"
